"id","author_last","author_first","author_full_name","title","publisher","publication_year","height_cm","width_cm","depth_cm","binding","page_count","edition_printrun","isbn_asin","editor","contributors","is_signed_inscribed","designer","description","artist_url","publisher_url","collection_grouping","tags","classification","bisac","lcc","location","accession_no","featured","image_url","price","weight_g","language","num_images","notes","custom_page_url","cataloged_date","collection"
"152","Bramly","Sophie","Sophie Bramly","Walk This Way","Delpire & Co","2015","28.5","23.5","","Hardcover","220","Limited edition of 500, each with a signed and numbered print","9782912794215","","Fab 5 Freddy (Introduction)","false","","<p><em>Walk This Way</em> collects Sophie Bramly's photographs of hip-hop's founding scene, made in New York between 1981 and 1984, before the culture had a name most of the world would recognize.</p><p class=""mt-6"">Bramly left France at twenty to immerse herself in the Bronx and Harlem scenes then forming around DJs, MCs, and graffiti writers, photographing backstage, in clubs, and in the homes of the people she met. The book reproduces 55 black-and-white and 37 color images of Kool Herc, Afrika Bambaataa, Grandmixer D.ST, Jazzy Jay, Grandmaster Melle Mel, Kurtis Blow, Run-DMC, the Beastie Boys, and Keith Haring, with an introduction by Fab 5 Freddy. It was published in 2015 as a limited edition of 500, each copy including a signed and numbered photograph, accompanied by exhibitions in Paris, Marseille, Brussels, and Los Angeles.</p><p class=""mt-6"">Bramly's early Bronx photographs first surfaced publicly in the 2011 exhibition <em>1981 & +</em>, and a broader edit of her archive followed in 2022 with <em>Yo! The Early Days of Hip Hop 1982-84</em>, published by Soul Jazz. Taken together, the two bodies of work stand as one of the fullest surviving photographic records of hip-hop before its commercial breakthrough.</p>","","https://www.delpireandco.com/en/produit/walk-this-way-bramly/","Photography","Photography, Music, Portraiture","Photobook","","","","June 2026","","/assets/images/books/bramly_sophie_walk_this_way_9782912794215.jpg","","","English","","Delpire & Co lists this as a collector's edition with an original signed print; the 2015 first edition was originally produced with Antoine de Beaupre/Galerie 213. Edition to be verified against the copy. Summer archiving 2026; catalogued 2026-08-27.","","2026-08-27","art"
"153","Brancusi","Constantin","Constantin Brancusi","Brancusi, film, photographie: images sans fin","Éditions du Centre Pompidou / Le Point du Jour","2011","28","21",,"Hardcover","234",,"9782912132680","Quentin Bajac, Clément Chéroux, Philippe-Alain Michaud",,"false",,"<p>The catalogue of <em>Images sans fin</em> at the Centre Pompidou in 2011. It was the first exhibition to show Constantin Brancusi’s photographs and films as work in their own right, not as documentation of the sculpture.</p><p class=""mt-6"">Brancusi began photographing his sculptures in the studio in the early 1920s, on Man Ray’s advice. Then he began filming them. He kept at both for the rest of his working life and let almost none of it out. Around a hundred photographs and film stills are gathered here, many published for the first time: sculptures in raking light and steam, the Impasse Ronsin studio rearranged from shot to shot, models and friends, self-portraits, studies of stone and plaster, photograms. The plates are printed in four colour, so the varying tones of the original black-and-white prints survive reproduction. Three essays follow: on reproduction, on Brancusi’s use of cinema, and on the exchange with Man Ray. Alfred Pacquement contributes the preface. Quentin Bajac, Clément Chéroux and Philippe-Alain Michaud, all curators at the Pompidou, edited the volume. Text in French.</p><p class=""mt-6"">Brancusi (1876–1957) left Romania for Paris in 1904, much of the way on foot, and stayed. He printed the photographs himself and, by any technical standard, printed them badly: out of focus, over-exposed, shot into the light, the edges burned. That was the point. He wanted the sculpture seen as he saw it in the studio, and he would not hand that job to anyone else. The photographs ended up part of the work.</p>",,"https://www.centrepompidou.fr/id/caj68pR/ro49MKj/fr","Photography","Photography, Film, Sculpture, Exhibition Catalogue, Artist Photography, Studio, Paris","Photographer Monograph",,"TR653 .B679 2011","Hudson Street Library, NYC",,,"/assets/images/books/brancusi_constantin_brancusi_film_photographie_images_sans_fin_9782912132680.jpg",,"1085","French",,"Published for “Images sans fin. Brancusi, film, photographie”, Centre Pompidou, Galerie du Musée, 29 June to 12 September 2011. Preface by Alfred Pacquement. OCLC 744289586.",,"2026-09-05","art"
"154","Geeting","David Brandon","David Brandon Geeting","Amusement Park","Lodret Vandret","2017","28","22","","Softcover","124","Edition of 500","9788792988201","","","false","","<p>A frenetic, candy-colored photobook by New York photographer David Brandon Geeting, <em>Amusement Park</em> pins his screen-native image-making to the printed page without dimming any of its glare.</p><p class=""mt-6"">Marrying a discordant blend of documentary photography, studio improvisations, and impertinent portraits, the sequence runs through frivolous entertainment, hobbyist tinkering, and the facade of luxury while always threatening to malfunction. Copenhagen imprint Lodret Vandret matched that energy in the object itself: four different paper stocks, traditional CMYK mixed with multicolor Pantone profiles developed by Swiss design studio Colorlibrary.ch, spray-can typography, and a plastic-wrapped cover. Published in 2017 in an edition of 500.</p><p class=""mt-6"">Geeting is a Brooklyn-based photographer whose deadpan, hyper-saturated still lifes and portraits move between personal projects and commissions for outlets including The New Yorker, TIME, Vogue, and Nike his books extend that sensibility into sequenced, object-like publications.</p>","https://www.dbg.nyc/","https://www.printedmatter.org/catalog/49085","Collage","Photography, Collage, Contemporary Art, Photobook","Photographer Monograph","","","Hudson Street Library, NYC","","","/assets/images/books/geeting_david_brandon_amusement_park_9788792988201.jpg","","","English","","","","","art"
"155","Brant","Bill","Bill Brant","Unknown","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","art"
"156","Brant","Bill","Bill Brant","Bill Brandt: Shadow & Light","The Museum of Modern Art","2013","","","","","208","","","","","false","","","","","","Art","Photographer Monograph","","","","","","","","","","","","","","art"
"157","Brassai","","Brassaï","Paris Nocturne","Thames & Hudson","2013","30.5","24.8","","Hardcover","312","","9780500544259","","Sylvie Aubenas (Author), Quentin Bajac (Author)","false","","<p><em>Paris Nocturne</em> is the most complete account yet of the night pictures that made Brassaï's name, treating the 1930s work as a single body rather than two famous books.</p><p class=""mt-6"">The volume brings together the photographs of <em>Paris de nuit</em> (1932) and <em>The Secret Paris of the 30s</em> with unpublished negatives, contact sheets, scrapbook clippings, mock-ups and magazine spreads from the archive, reproduced in 214 duotone plates among 296 illustrations. Three essays by Sylvie Aubenas of the Bibliothèque nationale de France and Quentin Bajac, then of the Centre Pompidou, place the pictures within Brassaï's early career, his friendships with Henry Miller and the Surrealists, and the commercial press that first carried them. First published in French by Gallimard in 2012, this is the Thames & Hudson edition of 2013.</p><p class=""mt-6"">Brassaï (Gyula Halász, 1899–1984) came to Paris from Transylvania in 1924 and took up the camera to record what he saw on his nocturnal walks: brothels, bals musette, fog on the quais, the workers and lovers of the small hours. Those pictures became the model for a whole tradition of urban night photography, and this book is the reference edition of them.</p>","","https://thamesandhudson.com/brassai-paris-nocturne-9780500544259","Photography","Photography, Street Photography, Paris, French Photography, Night Photography, Photography History","Photographer Monograph","","","","June 2026","","/assets/images/books/brassai_paris_nocturne_9780500544259.jpg","","","English","","English edition of the Gallimard volume Brassaï: Paris nocturne (2012). Sources disagree on extent: Thames & Hudson and Library of Congress give 312 pages, photo-eye gives 296. Summer archiving 2026; catalogued 2026-08-27.","","2026-08-27","art"
"158","Brenner","Fredirc","Fredirc Brenner","an Archeology of Fear and Desire","MACK","","","","","","","","","","","false","","","","https://mackbooks.co.uk","","","","","","","","","","","","","","","","","art"
"159","Briner","Hauser","Hauser Briner","Series 1:1","Sun","2014","","","","","","Ed. 32/100. 2 copies. 1 blue, 1 yellow","9780984978182","","","false","","","","","","","","","","","","","","","","","","","","","art"
"160","Brinkerhoff","Jason","Jason Brinkerhoff","Dear Martin","Ampersand Gallery","2015","","","","Softcover","","Small edition","","Jason Brinkerhoff","","false","","<p><em>Dear Martin</em> reproduces a cache of found, uncaptioned self-portraits made by an anonymous photographer in the late 1960s: a man alone on a rooftop, photographing himself in a series of bikini briefs against the chain-link fencing and canvas screens of the building.</p><p class=""mt-6"">With no captions or context, the images ask the viewer to identify with the man's static, repeated performance and to guess at why and how he staged it, working alone, aware of the architecture's lines as much as his own body. Ampersand Gallery, Portland, published the photographs as a small-edition book to coincide with a 2015 exhibition; the collection belongs to artist and collector Jason Brinkerhoff.</p><p class=""mt-6"">The book sits within a strain of vernacular-photography publishing, in which galleries and collectors recirculate anonymous snapshot archives as artist books, prizing the unresolved authorship and private performance captured in images never meant for public view.</p>","","https://www.ampersandgallerypdx.com/photographer-unknown-dear-martin","Photography","Photography, Queer Culture, Ephemera","Ephemera","","","","June 2026","","","","","English","","Photographs are by an anonymous photographer; Jason Brinkerhoff is the collector who assembled and published them with Ampersand Gallery for a 2015 exhibition. No ISBN identified. Cover to be photographed: could not confirm which image, if any, was used as the printed front cover versus an exhibition/interior plate. Summer archiving 2026; catalogued 2026-08-27.","","2026-08-27","art"
"161","Broadbent","Robin","Robin Broadbent","Bowery","Dashwood Books","2017","","","","Zine","","Numbered, vol. 6, 100 copies","","","","false","","<p><em>Bowery</em> is the sixth installment in an ongoing numbered zine series by the English, New York-based photographer Robin Broadbent, issued in a limited run of 100 copies through Dashwood Books.</p><p class=""mt-6"">Consistent with earlier volumes in Broadbent's series, the zine is issued as a small, numbered print object rather than a bound monograph; its cover is marked simply with the issue number rather than a printed title. Broadbent's photographic sensibility draws on the reductive, geometric vocabulary of Constructivism and Bauhaus design, favoring stripped-down compositions built from industrial and architectural material.</p><p class=""mt-6"">Broadbent worked as an assistant to the London photographer Robert Golden before establishing his own practice, and has continued to publish work in small, self-directed print runs alongside editorial and commercial photography. <em>Bowery</em> extends that self-publishing practice, taking the neighborhood as subject for a photographer whose formal interests otherwise run toward abstraction rather than documentary place-making.</p>","","https://www.dashwoodbooks.com/pages/books/17105/robin-broadbent/bowery","Zines","Photography, Zines","Zine","","","","June 2026","","/assets/images/books/broadbent_robin_bowery_161.jpg","","","English","","Numbered zine, vol. 6 in Broadbent's self-published series; edition of 100 copies. Page count and dimensions not found in any source consulted. Physical cover is marked ""SIX"" (the volume number) rather than the title ""Bowery."" Edition to be verified against the copy. No ISBN. Summer archiving 2026; catalogued 2026-08-27.","","2026-08-27","art"
"162","Broadbent","Robin","Robin Broadbent","The Photographic Work of Robin Broadbent by Robin Broadbent","Damiani","2017","27.9","21.6","","Hardbound with flaps","184","Out of print","9788862085304","","","false","","<p>Robin Broadbent is a master photographer, sought out for his exquisite still life photographs.</p><p class=""mt-6"">An acute knack for identifying and capturing the glancing pro le of an object is part of the character of his work, which abstracts the essence from contemporary brand and fashion advertising and then combines it with the universal photographic language of the 20th century avant-garde. The starting point for Broadbent is lighting, his end-point the printed image. He works with light to give atness or depth to his images—he can make a building seem weightless or a small crater of powder epic in scale.</p><p class=""mt-6"">Being able to play with our perceptions in this way recalls the early days of Surrealism and highlights the playfulness of his work. Broadbent uses a complex and nuanced language of color and scale, guile and humour, to play with our preconceptions of fashion and abstraction. The book reads like a magazine, and there is an undercurrent that emerges suggesting these images have a meaning more than the sum of their content. This undercurrent represents the essence of the fashion world now.</p>","","https://www.damianieditore.com/","Photography","fashion, Photography","Photographer Monograph","","","","","","/assets/images/books/Broadbent_The_Photographic_Work_of_Robin_Broadbent_by_Robin_Broadbent_9788862085304.jpg","","","","","","","","art"
"163","Broadbent","Robin","Robin Broadbent","The Photographic Work of Robin Broadbent","Damiani","2017","27.9","21.6","","Hardcover with jacket","184","","9788862085304","","Frederic Tuten (Text)","false","","<p>Published by Damiani in 2017, <em>The Photographic Work of Robin Broadbent</em> collects two decades of the photographer's still-life abstractions, distilling everyday objects into stark, reductive forms that blur the line between fashion image-making and studio experiment.</p><p class=""mt-6"">The book's 184 pages sequence 100 color and 60 black-and-white plates in which pills, crayons, pipettes, combs, and a single oversized gold tooth are photographed against plain grounds until scale and material dissolve into pure line and shadow. Broadbent sequenced the book with designer Doug Lloyd; it opens unusually with a short story by the novelist Frederic Tuten and closes with three pages of notes listing studio equipment and the surfaces objects were shot against.</p><p class=""mt-6"">British-born and based in New York since 1999, Broadbent built his reputation shooting for <em>Vogue</em>, <em>Numéro</em>, <em>Harper's Bazaar</em>, and the <em>New York Times Magazine</em>. This volume is his third book, following the earlier black-and-white series <em>Marmalade</em> (1998) and <em>Minus Sixteen</em> (1999), and marks his first survey of personal and editorial work assembled as a single monograph.</p>","","https://www.damianibooks.com/en/products/6208530","Photography","Photography, Fashion, Contemporary Art","Photographer Monograph","","","","June 2026","","/assets/images/books/broadbent_robin_the_photographic_work_of_robin_broadbent_9788862085304.jpg","","","English","","Damiani hardcover with jacket, 8.5 x 11 in, 184pp (100 color / 60 b&w), text by Frederic Tuten, sequenced with designer Doug Lloyd. Broadbent's third book, after Marmalade (1998) and Minus Sixteen (1999). Existing cover file already on disk was verified against the publisher's product image and kept. Summer archiving 2026; catalogued 2026-08-27.","","2026-08-27","art"
"164","Brohm","Joachim","Joachim Brohm","Typology 1979","MACK","2014","26.0","24.0","1.0","Hardbound","","embossed, 35 plates. Out of print","9781907946646","","Ulf Erdmann (Contributor) Brohm, Joachim (Photographer) & Ziegler (Author)","true","","<p>Joachim Brohm Typology 1979 No two of the little houses are the same… carefully proportioned furnishings here are wildly contradicted with slapdash decorations over there.</p><p class=""mt-6"">Everyone has thought about their buildings, brought materials, laid walls, used power drills, insulated, glued things, extended the previous tenant’s shed, retro-fitted a bigger window, added a television antenna. They are strange hybrid buildings, between tool sheds and dachas, gingerbread houses and orangeries. Ulf Erdmann Ziegler Joachim Brohm rose to prominence in the early 1980s, one of the first photographers in Europe to take pictures exclusively in colour, connecting the everyday cultural landscape with the new possibilities of colour photography.</p><p class=""mt-6"">This collection titled Typology 1979 is one of his very earliest series, depicting 35 allotment sheds from the Ruhr valley region of Germany, painterly images that are an everyday inventory – of garden structures, of human activity. Influenced by the great American photographers such as William Eggleston and Robert Adams, he also looked to his German contemporaries, Bernd and Hilla Becher, whose ‘typologies’ are heralded in the collection’s title. Joachim Brohm was born 1955 in Dülken, Germany. He lives and works in Leipzig and since 1993 he has been Professor of Photography at Leipzig Hochschule fur Grafik und Buchkunst/Academy of Visual Arts.</p>","","https://mackbooks.co.uk","Photography","Photography","Photographer Monograph","","","Hudson Street Library, NYC","","","","","","","","","","","art"
"165","Broomberg","Adam","Adam Broomberg","Spirit is a Bone","MACK","2015","21.0","16.5","3.0","Hardcover","240","","9781910164181","","Adam Broomberg (Author), Oliver Chanarin (Author)","false","","<p>series of portraits, which includes Pussy Riot member Yekaterina Samutsevic and many other Moscow citizens, were created by a machine: a facial recognition system recently developed in Moscow for public security and border control surveillance.</p><p class=""mt-6"">The result is more akin to a digital life mask than a photograph a three-dimensional facsimile of the face that can be easily rotated and closely scrutinised. - What is significant about this camera is that it is designed to make portraits without the co-operation of the subject four lenses operating in tandem to generate a full frontal image of the face, ostensibly looking directly into the camera, even if the subject himself is unaware of being photographed. - The system was designed for facial recognition purposes in crowded areas such as subway stations, railroad stations, stadiums, concert halls or other public areas but also for photographing people who would normally resist being photographed. Indeed any subject encountering this type of camera is rendered passive, because no matter which direction he or she looks, the face is always rendered looking forward and stripped bare of shadows, make-up, disguises or even poise. - Co-opting this device, Broomberg & Chanarin have constructed their own taxonomy of portraits in contemporary Russia that rely heavily on the oeuvre of two 20th Century German artists. August Sander produced over 300 portraits of archetypal German workers during the Weimar Republic – from the baker to the philosopher to the revolutionary.</p><p class=""mt-6"">His project, to create a comprehensive archive of society, was conceptually and formally rigorous. His subjects are positioned centre frame. Always looking into camera. Always heroic in relation to the lens. But the result, retrospectively viewed through the lens of the 2nd World War becomes unexpectedly melancholic, even sinister. - ander's contemporary, Helmar Lerski, also categorised his subjects according to profession. Lerski however rejected the singular, heroic, full body portrait. Instead he insisted on repetitive close-ups that convey a powerful sense of claustrophobia and always multiple views of the same faces shown from different viewpoints. Unlike Sander's humanistic approach, Lerski insisted that you could tell nothing from the surface of the skin. -Echoing both Sander's and Lerski's projects, Broomberg & Chanarin have made a series of portraits cast according to professions. But their portraits are produced with this new technology, with little if any human interaction. They are low resolution and fragmented. The success of these images are determined by how precisely this machine can identify its subject: the characteristics of the nose, the eyes, the chin, and how these three intersect. Nevertheless they cannot help being portraits of individuals, struggling and often failing to negotiate a civil contract with state power.</p>","http://www.broombergchanarin.com/","https://mackbooks.co.uk","Photography","Surveillance Index, Photography, Surveillance Index Edition One","Photographer Monograph","","","Hudson Street Library, NYC","","","/assets/images/books/Broomberg_Spirit_is_a_Bone_9781910164181.jpg","","","","","","","","art"
"166","Broomberg","Adam","Adam Broomberg","Holy Bible","MACK","","21.7","16.2","4.0","Hardcover","786","check edition info. Out of print","9781907946417","","","false","","<p>For their version of the Holy Bible, Adam Broomberg and Oliver Chanarin mined the Archive of Modern Conflict with philosopher Adi Ophir’s central tenet in mind: that God reveals himself predominantly through catastrophe.</p><p class=""mt-6"">The format of Broomberg and Chanarin’s illustrated Holy Bible mimics both the precise structure and the physical form of the King James version. By allowing elements of the original text to guide their image selection, the artists explore themes of authorship, and the unspoken criteria used to determine acceptable evidence of conflict. Inspired in part by the annotations and images Bertolt Brecht added to his own personal bible, Broomberg and Chanarin’s publication questions the clichés at play within the visual representation of conflict.</p>","http://www.broombergchanarin.com/","https://mackbooks.co.uk","Photography","illustrations, artistic-photography, god, wrath, violence, religious-aspects, bible, Photography","Photographer Monograph","","","Hudson Street Library, NYC","","","","","","","","","","","art"
"167","Broomberg","Adam","Adam Broomberg","Scarti","Trolley Books","2013","24.8","21.0","0.6","Hardcover","64","","9781907112461","","","false","","","http://www.broombergchanarin.com/","https://trolleybooks.com","Photography","Photography","Photographer Monograph","","","Hudson Street Library, NYC","","","","","","","","","","","art"
"168","Broomberg Oliver Chanarin","Adam","Adam Broomberg Oliver Chanarin","People in Trouble Laughing Pushed to the Ground Songbook","Mack","2011","23.5","21.0","3.0","Hardcover","416","First Edition","9781907946042","","","false","","<p>Photographers Adam Broomberg and Oliver Chanarin dove into the Belfast Exposed photography archive and created a photobook called ""People in Trouble, Laughing, Pushed to the Ground"" published by Mack.</p><p class=""mt-6"">The archive was founded in 1983 and contains over half a million images, from which over 14,000 black-and-white contact sheets documenting the Troubles in Northern Ireland. These photos were taken by professional and amateur photographers and were censored by the governement. As a reponse to that, Belfast Exposed started to collect all these images, showing protest and terror alongside people drinking, kissing and smoking.</p>","http://www.broombergchanarin.com/","https://mackbooks.co.uk","Photography","portrait, Photography, Surveillance Index, Surveillance Index Edition One","Photographer Monograph","","","Hudson Street Library, NYC","","","","","","","","","","","art"
"169","Brown","Polly","Polly Brown","Plants","Pau Pau Publications","","","","","","","","","","","false","","","","","","Nature","","","","","","","","","","","","","","","art"
"170","Brown","Cecily","Cecily Brown","Cecily Brown","Gagosian Rizzoli","2012","28.7","28.6","3.2","Hardcover","264","Out of print","9780847830923","Dore Ashton (Author)","Lari Pittman (Contributor), Gagosian Gallery (Contributor)","false","","<p>Presenting a world that pulses with excesses and appetites, Cecily Brown explores the breadth of human experience in her tactile oil paintings.</p><p class=""mt-6"">Broadly inspired by the history of painting—from Rubens and Veronese to the muscular expressionism of Willem de Kooning—Cecily Brown's personal vision transcends classical notions of genre and narrative, freeing her subject matter from its original context and positioning it within a new aesthetic reality.</p><p class=""mt-6"">Submerged within her vigorous gestural abstractions are scenes in which tangles of flesh dissolve into sensuous textures. Eschewing fixed meaning, Brown's paintings reflect the flux of life through fragmentary glimpses of form. This volume is published on the occasion of an exhibition of new paintings by the artist held in November 2011 at the Gagosian Gallery in Rome.</p>","http://cecilybrown.com/","https://gagosian.com/","Art","Art","","","","Clipper","","","/assets/images/books/Brown_Cecily_Brown_9780847830923.jpg","","","","","","","","art"
"171","Brown","Cecily","Cecily Brown","Cecily Brown: Rehearsal","The Drawing Center","2016","","","","Paperback","143","","9780942324990","Claire Gilman","David Salle","false","","Where Cecily Brown’s canvases revel in the visceral immediacy of paint, her drawings offer fragmentary motifs that build upon and undo each other. In conjunction with Cecily Brown: Rehearsal, the first exhibition dedicated to her drawings, Drawing Papers 128 features color illustrations of each work in the exhibition, including more than eighty small drawings, large-scale works, and sketchbooks. Arranged by theme, the volume guides readers through Brown’s repeated—and rehearsed—motifs.","http://cecilybrown.com/","https://drawingcenter.org","","collections-catalogs-&-exhibitions","Artist Monograph","","","Clipper","","","/assets/images/books/Brown_Cecily_Brown_Rehearsal_9780942324990.jpg","","","","","","","","art"
"172","Brown","Cecily","Cecily Brown","Cecily Brown & Jim Lewis: The English Garden","KARMA","2015","17.1","15.9","","Hardcover","72","Out of Print","9781942607038","Lewis, Jim","","false","","<p>Like nature, only better. Nature with all the awkward bits smoothed out.</p><p class=""mt-6"">And then picturesque, like a landscape painting,"" states Jim Lewis' protagonist, defining an English garden in Cecily Brown's newest book of paintings. An imaginative pas de deux, The English Garden sees British painter Brown (born 1969) and American writer Lewis (born 1963) contribute acutely detailed and darkly sensuous allusions to the traditional 18th-century English landscape garden. Thirty-nine of Brown's paintings are interspersed throughout this compact hardcover publication as tipped-in images.</p><p class=""mt-6"">The largely abstract works, with glimpses of figurative elements, are a dichotomy of warm and subdued strokes of color, each containing an expansive landscape unto itself. Novelist and critic Jim Lewis' story transports the reader to the English countryside and investigates the seductive pull of the natural world in tandem with Brown's paintings. Combining two major voices in contemporary literature and painting, this volume is a truly</p>","http://cecilybrown.com/","https://karmakarma.org","Art","Nature","","","","Clipper","","","/assets/images/books/Brown_Cecily_Brown_Jim_Lewis_The_English_Garden_9781942607038.jpg","","","","","","","","art"
"173","Brown","Cecily","Cecily Brown","The English Garden","Jim Lewis","","","","","","","","","","","false","","","","","","Nature","","","","","","","","","","","","","","","art"
"174","Bruce of Los Angeles","","Bruce of Los Angeles","Rodeo","Acne Studios","2013","24","19","","Hardcover","190","Limited numbered edition of 500 copies","","Vince Aletti","","false","","<p><em>Rodeo</em> collects a lesser-known body of work by Bruce Bellas, known as Bruce of Los Angeles, one of the most prolific photographers of the male physique in mid-century America.</p><p class=""mt-6"">Curated by photography critic Vince Aletti and published by Acne Studios in 2013, the 190-page hardcover reproduces Bellas's pictures of rodeo cowboys — bronco busters and bull riders photographed off duty, resting and joking between events at Western rodeos of the 1950s, '60s, and '70s. Bound in faux leather with a printed slipcase and issued in a numbered edition of 500, the book includes several pages of hand-mounted replica prints produced on a Japanese Komori press, a production choice echoing the small-format prints Bellas once sold by mail order.</p><p class=""mt-6"">Bellas built his career, and a large mail-order business, photographing bodybuilders and physique models for magazines such as <em>Adonis</em> and <em>The Male Figure</em>, work that helped define the visual language of American beefcake photography and, later, the codes of gay visual culture more broadly. Aletti, a longtime chronicler of photography and fashion, singled out the rodeo pictures for their unguarded, documentary quality, a register distinct from the staged, statuesque nudes for which Bellas is best known.</p>","","https://www.dashwoodbooks.com/pages/books/13124/vince-aletti-bruce-of-los-angeles/rodeo","Queer","Photography, Queer Culture, Portraiture","Photographer Monograph","","","","June 2026","","/assets/images/books/bruce_of_los_angeles_rodeo_174.jpg","","","English","","One of two copies in the collection. Edited by Vince Aletti. Hardcover in slipcase, numbered limited edition of 500 copies, 190 pages, 24 × 19 cm. No ISBN found. Cover image sourced from a small archival thumbnail (108×138px); a higher-resolution scan was not located. Summer archiving 2026; catalogued 2026-08-27.","","2026-08-27","art"
"175","Bruce of Los Angeles","Daniel","Bruce of Los Angeles","Rodeo","Acne Studios","2013","24","19","","Hardcover in printed slipcase","190","Numbered edition of 500","","Vince Aletti","","false","","<p><em>Rodeo</em> collects a little-known body of work by Bruce of Los Angeles, the photographer better known for the stylized male nudes that made him a founding figure of mid-century beefcake photography.</p><p class=""mt-6"">Edited by critic Vince Aletti, the book gathers Bellas's photographs of cowboys taken casually between events at Western rodeos through the 1950s, 60s, and 70s: real ranch hands and competitors, dressed and at ease, rather than posed studio subjects. Published by Acne Studios in a numbered edition of 500, the 190-page hardcover was printed on a Japanese Komori press and includes several hand-mounted replica prints, housed in a printed slipcase.</p><p class=""mt-6"">Bruce Bellas worked as a chemistry teacher in Nebraska before relocating to Los Angeles in the late 1940s to photograph bodybuilders and athletes, eventually publishing his own physique magazine, <em>The Male Figure</em>. His work is understood as a direct precursor to later photographers of the male body, including Robert Mapplethorpe, Herb Ritts, and Bruce Weber.</p>","","https://saint-martin-bookshop.com/products/bruce-of-los-angeles-rodeo-acne-studio-2013","Photography","Photography, Queer Culture, Fashion","Photographer Monograph","","","","June 2026","","/assets/images/books/bruce_of_los_angeles_rodeo_175.jpg","","","English","","One of two copies in the collection. Catalogue record listed author first name as 'Daniel'; no source connects a 'Daniel' to Bruce Bellas / Bruce of Los Angeles, so the professional name is treated here as the full author name. No ISBN found for this Acne Studios edition; numbered edition of 500, printed on a Japanese Komori press with hand-mounted replica prints, in a printed card slipcase. Edited (not photographed) by Vince Aletti. Summer archiving 2026; catalogued 2026-08-27.","","2026-08-27","art"
"176","Burchfield","Charles","Charles Burchfield","Unknown","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","art"
"177","Burckhardt","Rudy","Rudy Burckhardt","Unknown","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","art"
"178","Burckhardt","Rudy","Rudy Burckhardt","An Exhibition Catalog","","","","","","","","","9788448218522","","","false","","","","","","Art, Catalog, Exhibition Catalog","","","","","","","","","","","","Exhibition catalog Ivam Centre , Sept '98","","","art"
"179","Burnett","Katie","Katie Burnett","Cabin Fevr","APE (Art Paper Editions)","2021","17.0","22.0","","Softcover","50","500, Japanese binding, ills colour, poster dustjacket","9789493146648","","","false","","<p>Cabin Fever is the first publication of New-York based artist Katie Burnett, and was developed in a very playful and intuitive way.</p><p class=""mt-6"">Burnett investigated the possibilities of her own environment and self. Cabin Fever is a 80-page photographic display of self-portraiture, but not the usual kind. Within the title, Burnett messes with contrast and composition to vast extremes, meaning that sometimes her imagery becomes unrecognisable.</p><p class=""mt-6"">Other times, one can plainly see that her two cats are in the picture, or that she used rubber bands, ramen noodles, sprinklers and everyday household items to merge into her abstract vision. Moving and making go hand in hand in Burnetts way of working, and she shows the viewer how the medium of photography can be pure joy.</p>","","https://artpapereditions.org/","Photography","black-and-white-photography, Photography","Photographer Monograph","","","Hudson Street Library, NYC","","","/assets/images/books/Burnett_Cabin_Fevr_9789493146648.jpg","","","","","","","","art"
"180","Bush","Carder","Carder Bush","Cathy John","","1986","","","","Hardcover","","1st, Signed. First edition, one of 500 copies printed. 8vo unpaged illustrated from photographs of Kate Bush by the author. Rare","","","","false","","","http://www.amazon.com/Cathy-John-Carder-Bush/dp/075155989X/ref=sr_1_1?s=books&ie=UTF8&qid=1463921782&sr=1-1&keywords=Cathy++kate+bush","","","","","","","","","","","","","","","","","","art"
"181","Bush","Lewis","Lewis Bush","Metropole","","2015","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","art"
"183","Caballero","Antonio","Antonio Caballero","Las Rutas de la Pasión (The Routes of Passion / Les Routes de la Passion)","TOLUCA","2005","26.5","19.5","2.3","Hardcover","","","9782952244220","","","false","","","","","","Photography","","","","","","","/assets/images/books/Caballero_Las_Rutas_de_la_Pasi_n_The_Routes_of_Passion_Les_Routes_de_la_Passion_9782952244220.jpg","","","","","","","","art"
"184","Caballero","Antonio","Antonio Caballero","Routes de la passion","Galería López Quiroga","2005","","","","","215","Illistrated","","","","false","","","","","","General","","","","","","","","","","","","","","","art"
"185","Cabrall","Mary Lynn","Mary Lynn Cabrall","Nudie:The Rodeo Tailor","Gibbs Smith","2004","","","","","160","","9781586853815","","","false","","","","","","biography-autobiography","","","","","","","/assets/images/books/Cabrall_Nudie_The_Rodeo_Tailor_9781586853815.jpg","","","","","","","","art"
"186","Cairns","Mitch","Mitch Cairns","The Readers Voice","Gang Atelier","2016","30.0","21.0","","Paperback","","500","","","","false","","Somewhere between cartoons, writing, and concrete poetry, these collages by Mitch Cairns are inspired by all these forms, and by music. As with his painting, he imposes limits that paradoxically allow freer expression for example using French, a language he doesn’t speak, or letters to make images. Cairns plays with thoughts, ideas and memories with great economy and wit, using the now-defunct Letraset, and Zazzle stickers of images from a personal archive. - Heide Museum of Modern Art","","","","","","","","Clipper","","","","","","","","","","","art"
"187","Cairns","Antony","Antony Cairns","LDN E1","Self published","2015","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","art"
