"id","author_last","author_first","author_full_name","title","publisher","publication_year","height_cm","width_cm","depth_cm","binding","page_count","edition_printrun","isbn_asin","editor","contributors","is_signed_inscribed","designer","description","artist_url","publisher_url","collection_grouping","tags","classification","bisac","lcc","location","accession_no","featured","image_url","price","weight_g","language","num_images","notes","custom_page_url"
"79","Bacon","Francis","Francis Bacon","Francis Bacon","Skira Rizzoli","2009","28.6","25.2","2.6","Hardcover",,"First Edition, Rare","9780847832750","Gale, Matthew",,"false",,"Francis Bacon’s style was so personal and distinctive that his influence lay more in the intensity of his commitment to art itself than in any direct stylistic legacy. The British artist developed a way of portraying the human body that was unique in the history of painting—usually in isolation, at moments of extreme tension or even pain, distorted like figures from a fantastical nightmare. He remains a towering example to those dedicated to the depiction of the human figure. In addition to 250 full-color plates, this publication also reveals Bacon’s low-art inspirations, including magazine tear sheets, photographs, and imagery from films.","https://www.francis-bacon.com/",,,"artist-monograph","Individual Artist Monographs",,,,,,"/assets/images/books/Bacon_Francis_Bacon_9780847832750.jpg",,,,,,
"80","Baier","Julia","Julia Baier","Water Maters","Peperoni Books","2013","29.4","23.1","1.0","Paperback","72","First edition, oop","9783941825536",,"Johannes Kimstedt (Author)","false",,"Swimming is a delicate balance between flying and sinking This quote by Burkhard Strassmann opens Julia Baier's book ›Water Matters‹. Her pictures show what people do with water, and even more, how water affects people and the animals, too. Not on the whole, but in the immediate encounter. When bathing, diving, splashing and spraying, in rain, snow and ice, in the city and in the countryside. And as the water itself the photographer seems to get to wherever it flows and foams, drips, bubbles and reflects or where the water and its derivatives form into mysterious and beautiful abstractions - in Budapest or Bremen, in Passau or Paris, Chicago or Sovata. Julia Baier's book is a refreshing and fluid trip through the international water world - with surface tension, cliffs, swirls, pull and draft.","https://www.juliabaier.de/","https://peperoni-books.de/",,"photography-of-water","Photography",,,"Hudson Street Library, NYC",,,"/assets/images/covers/9783941825536.jpg",,,,,,
"81","Bakharev","Nikolay","Nikolay Bakharev","Novokuznetsk","STANLEY/BARKER","2016","24.0","27.0",,"Hardback",,"First edition, oop. 120 + 8 page booklet","9780995555518",,,"false",,"Paper Wrapped, Tipped-on Image. During the 1980s by the Siberian artist Nikolay Bakharev worked as a mechanic and communal services factory photographer in the USSR. To supplement his income he would solicit work as a black market portrait photographer on the public beaches of Eastern Russia. If the shoot went well, he would invite his subjects to make further images in a more intimate setting, compelling his subjects over several hours into contorted, erotically charged poses, which at the time was highly illegal. After the the fall of the Iron Curtain, Bakharev began to work more openly as an artist, although often being admonished as a pornographer. His photographs from this time reveal more than just the bodies of his subjects, but the longing and dampened dreams of the inhabitants of an industrial town and the desires of an unrelenting artist. ""It would be easy to misinterpret these images as simply the pornographic imaginings of a manipulative and dirty old man, yet there is something else within them — in the subjects’ eyes, in their frankness, in their curiosity and collusion, as well as in their surroundings – that suggests that much more is going on here, and that what is both at stake and in evidence stretches far beyond the realms of explicit sexuality, voyeurism and mere titillation."" — Aaron Schuman",,"https://www.stanleybarker.co.uk",,,"fashion photography, Fine Art Photography, Nikolay Bakharev, Portrait Photography",,,"Hudson Street Library, NYC",,,,,,,,,
"82","Baldersari","John","John Baldersari","John Baldessari Sings LeWitt",,,,,,"Softcover",,,,,,"false",,,,,,,,,,,,,,,,,,,
"83","Baldersari","John","John Baldersari","Pure Beauty","LACMA/Delmonico/Prestel","2009","31.3","26.5","4.1","Hardcover","330",,,,"Jessica Morgan (Author), Leslie Jones (Author)","false",,"A major figure in contemporary art, John Baldessari is widely considered one of the most influential artists to emerge since the mid-1960s. From his early text-and-image paintings to his more recent photo collages and installations, Baldessari has continued to make art that addresses the social impact of mass culture, often playfully through strategies of appropriation and deconstruction. Baldessari's lifelong interest in language, written and visual, and the interaction between the two, raises questions about the nature of communication and perception. More than 400 illustrations are presented in full colour in this monograph published in conjunction with a major exhibition organised by the Los Angeles County Museum of Art and Tate Modern in London. Eleven essays by critics, curators, art historians, and an artist and former student of Baldessari's round out this volume. Few contemporary artists have achieved the range and relevance of Baldessari's oeuvre, which is finally given its due in this elegant retrospective book.",,,,"artist-monograph","Individual Artist Monographs",,,"Clipper",,,,,,,,,
"84","Baldersari","John","John Baldersari","A Print Retrospective from the Collections of Jordan D. Schnitzer and his Family Foundation","Fine Arts Museums of San Francisco-Legion of Honor/Jordan Schnitzer Family","2010","30.48","25.4",,"Hardcover","160","Out of Print. 140 color plates","9781935202103","Hunter Drohojowska-Philip",,"false",,"Conceptual art veteran John Baldessari (born 1931) began making prints in the mid-1970s, and has placed printmaking at the center of his appropriative practice, in which found photographs of people are amended with colorful dots that blot out the heads of the subjects, redirecting the viewer's attention towards marginal detail. For Baldessari, keen as he is to minimize or erase his own manual presence, printmaking also helps to flatten out these collaged additions and interventions, heightening their sense of estrangement and beguiling anonymity. Many of Baldessari's prints series have been extremely influential, such as the 1970s Raw Prints series, for which he amended photos of Santa Monica mallgoers with abstracted shapes printed above the images that replicate details from them this series was pivotal in democratizing photo-based prints in the art world. Since then, Baldessari has gone on to collaborate with some of the world's great printmakers, such as Brooke Alexander, Gemini G.E.L., Cirrus Editions, Edition Jacob Samuel, Mixographia and Crown Point Press. An essential volume in any contemporary art library, this first full survey of Baldessari's four-decade printmaking career is the definitive volume on the prints, and boasts 140 color plates alongside testimonies from his printmaking collaborators.",,,"Prints, Conceptual art, Contemporary art, Printmaking","Artist Monographs, Prints & Multiples",,,,,,,"/assets/images/books/Baldersari_A_Print_Retrospective_9781935202103.jpg",,,,,,
"85","Baldersari","John","John Baldersari","Visionaire No. 64: Art, Baldessari Red Edition","Visionaire","2014","52.1","38.1","8.3","Hardcover",,,"9781888645989",,,"false",,"In Henry Joost and Ariel Schulman's short film A Brief History of John Baldessari, the world-renowned conceptual artist suggests that he will be best remembered as ""the guy who put dots over people's faces."" Baldessari recalls: ""I felt like it [the dot] leveled the playing field""--surely an ironic claim to fame in an age of self-obsession and self-celebration. Especially from the early Renaissance, when mirrors became more readily available, through today--an age of constant surveillance in which nearly every pedestrian carries some form of camera--the auto portrait has become an inevitability that, to varying degrees, finds its way into the practice of many working artists. For its 64th issue, Visionaire invites a roster of contemporary actors, entertainers and personalities to contribute a self-portrait. The participants include artists Ai Weiwei and Ed Ruscha models Gisele Bundchen and Kate Upton actors Scarlett Johansson and James Franco singer Miley Cyrus filmmaker Pedro Almodovar fashion designers Kate and Laura Mulleavy (Rodarte) and Riccardo Tisci (Givenchy) athlete Lionel Messi, and many more. Their self-portraits are printed in black and white, and then silkscreened with shapes and colors created by Baldessari. The resulting collection of images offers a snapshot of contemporary iconography, bridging technology and craftsmanship, high art and pop culture, digital and analogue, new and old. Visionaire No. 64: Art is available in three different editions, each themed by a color, and featuring a different selection of contributors. All of the editions are presented in a beautifully printed cloth box. The red edition includes contributions by James Franco, Miley Cyrus, Marina Abramovic, Ranveer Singh, Yuna Kim, Karlie Kloss, Pedro Almodóvar, Drew Barrymore, G-Dragon and Ed Ruscha.",,,,"art-american",,,,,,,"/assets/images/books/Baldersari_Visionaire_No._64_Art_Baldessari_Red_Edition_9781888645989.jpg",,,,,,
"86","Baldersari","John","John Baldersari","John Baldessari Catalogue Raisonné: Volume One: 1956–1974","Yale University Press","2012","30.9","26.3","5.2","Hardcover, slipcase",,"First, New","9780300174489","Robert Dean (Author)","Patrick Pardo (Editor)","false",,"The first volume of the complete catalogue of works by John Baldessari The pioneering conceptual artist John Baldessari (b. 1931) began his career as a painter in the 1950s, but in the subsequent decades he expanded his practice in a new and groundbreaking direction by juxtaposing texts with found photography or appropriated images. These texts questioned the nature of art and the art-viewing experience, suggesting new meanings for the images they accompanied. This interaction of words and images remained a critical aspect of Baldessari's work, even as he branched into other media, such as site-specific installations, drawings, video, sculpture, prints, and multiples. The first of a projected four-volume set, this lavishly illustrated book features about 500 works and chronicles an important shift in Baldessari's thinking during these formative years. Included are such landmark works as the Cremation Project (1970), where Baldessari incinerated the ""body"" of work he had made between the years 1953 and 1966. The ashes of the cremated works were then baked into cookies, and the rest sealed in a book-shaped urn, which he then presented along with a plaque announcing the ""life"" and ""death"" dates. Baldessari's work and teaching have been greatly influential on a subsequent generation of artists. The book features an essay by Yve-Alain Bois considering Baldessari's ethos as a generator of his artistic practice. Also included are an interview with Christopher Knight and a detailed chronology of the artist's life and work.",,,,"Catalog, Exhibition Catalog","Collections, Catalogs & Exhibitions",,,"Clipper",,,"/assets/images/books/Baldersari_John_Baldessari_Catalogue_Raisonn_Volume_One_1956_1974_9780300174489.jpg",,,,,,
"87","Ballen, Asger Carlsen","Roger","Roger Ballen, Asger Carlsen","No Joke","Mörel Books","2016","22.5","33.0",,"Hardcover","72","Edition of 1000","9781907071560",,,"false",,"37 black-and-white photographs. Asger Carlsen and Roger Ballen exchanged ideas, sketches and works and reworked them manually and digitally, blurring the lines of authorship and process. Both artists are known for their blurring of the line between the real world and the fictional. In NO JOKE they lead each other into what eventually becomes something larger then expected.","https://www.rogerballen.com","https://morelbooks.com","Collage","Collage, Photography",,,,"Clipper",,,"/assets/images/books/ballen_roger_no_joke_2016.jpg",,,,,,
"88","Baltz","Lewis","Lewis Baltz","The Prototype Works","Steidl",,"28.2","26.9","2.0","Hardback","188","Edition 03/2011 (?)","9783869302508","Witkovsky, Matthew S. 1967-",,"false",,"clothbound. Beginning in 1965, but especially in the years between 1967 and 1971, Lewis Baltz made a body of work concentrated on the dialectic between simple, regular geometric forms found in the postwar industrial landscape, and the culture that generated such forms. Stucco walls, parking lots, the sides of warehouse sheds or disused billboards baked in the steady Californian sunlight. Baltz called his works ""Prototypes,"" by which he meant replicable social conventions as well as model structures of replicable manufacture. Marking Baltz's preliminary forays into a minimal aesthetic, The Prototype Works continued his work to capture the reality of a sprawling Western ecology gone wild.",,"https://steidl.de/",,"individual-photographer-books","Individual Photographer Books",,,"Hudson Street Library, NYC",,,"/assets/images/books/Baltz_The_Prototype_Works_9783869302508.jpg",,,,,,
"89","Baltz","Lewis","Lewis Baltz","Nevada (Signed program)","Castelli Graphics","1978","21.5","26.5",,"Matte gray wrappers",,"staple-bound, with title embossed on front, Oblong size: 21,5 by 26,5.",,,,"true","David Smoak",,,,,,,,,"Hudson Street Library, NYC",,,,,,,,,
"90","Baltz","Lewis","Lewis Baltz","Lewis Baltz: Rule Without Exception / Only Exceptions","Steidl","2012",,,,,,,"9783869301105",,,"false",,"This progressive book object combines two volumes and covers the sweep and depth of Lewis Baltz's influential oeuvre. Rule Without Exception is a re-issue of Baltz's award-winning mid-career retrospective book which accompanied a travelling exhibition of the same name in 1991. The book surveys Baltz's work from ""The Prototype Works"" of 1967 through to ""Sites of Technology"" of 1991, showing the range of his images of industrialised landscapes and technological sites. Each section of the book is accompanied by installation views as well as texts by distinguished writers, some newly commissioned for this edition. Only Exceptions is a new book chronicling Baltz's work - now usually site-generated commissioned works - from 1992 to the present and is published on the occasion of an exhibition organized by the Kunstmuseum, Bonn. Only Exceptions includes Baltz's work in California, Leipzig's ""Black Triangle"", Reggio Emilia, Groningen, Rome, Venice, and two projects with Jean Nouvel in France and Italy.","https://steidl.de","https://steidl.de/",,,,,,"Hudson Street Library, NYC",,,,,,,,,
"91","Baltz","Lewis","Lewis Baltz","Bernard Lamarche-Vadel",,"1993",,,,,,,,,,"false",,,,,,,,,,"Hudson Street Library, NYC",,,,,,,,,
"92","Baltz","Lewis","Lewis Baltz","At The / In Der Albertina",,"2014",,,,,,,,,,"false",,,,,,,,,,"Hudson Street Library, NYC",,,,,,,,,
"93","Baltz","Lewis","Lewis Baltz","Lewis Baltz","Steidl","2017",,,,,,,,,,"false",,,"https://steidl.de","https://steidl.de/",,,,,,"Hudson Street Library, NYC",,,,,,,,,
"94","Baltz","Lewis","Lewis Baltz","The New Industrial Parks Near Irvine, California",,,,,,,,,,,,"false",,,,,,,,,,"Hudson Street Library, NYC",,,,,,,,,
"95","Baltz","Lewis","Lewis Baltz","The Politics of Bacteria, Docile Bodies, Ronde de Nuit","Ram Publications","2017",,,,,,,,,,"false",,,,,,,,,,"Hudson Street Library, NYC",,,,,,,,,
"96","Baltz","Lewis","Lewis Baltz","Candlestick Point",,,,,,,,,,,,"false",,,,,,,,,,"Hudson Street Library, NYC",,,,,,,,,
"97","Banksy",,"Banksy","Wall and Piece","Century","2007","25.4","20.3","1.5","Hardcover","192",,"9781844137879",,,"false",,,,,"Art","""street art""","Individual Artist Monographs",,,"Clipper",,,"/assets/images/books/Banksy_Wall_and_Piece_9781844137879.jpg",,,,,,
"98","Barash","Cole","Cole Barash","Talk Story",,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,
"99","Barber","Tim","Tim Barber","Blues","agnes b","2015","25.5","20.0",,"Softcover","80",,,,,"false",,"80 pages with col. Illus.. Collection of photographs published in conjunction with the ""blues"" exhibition held at agnès b by American photographer Tim Barber.","http://www.tim-barber.com",,,,,,,,,,,,,,,,
"100","Barbieri","Olivo","Olivo Barbieri","Site Specific (site specific_03 13)","Aperture","2013","34.5","25.4","2.3","Hardcover","184",,"9781597112291",,,"false",,"Site Specific is a summary of Italian photographer Olivo Barbieri’s ten-year project to record the world’s cities in aerial photographs. On the one hand, the book offers remarkable documentation, by one of today’s most thrilling image-makers, of 25 cities throughout the world. On the other, it is a narrative of Barbieri’s ever-evolving approach to photography and his thoughts about the nature of the medium. Presented chronologically, the book begins with the distinctive tilt-shift photographs of Italian cities with which Barbieri first established his reputation, and which launched a popular stylistic movement for selective-focus photographs. As the series continued, with portrayals of cities all over the world, Barbieri introduced other devices and approaches to distort perceived reality—such as playing with color, registration and the deletion or discoloring of particular details—to dramatic effect. The result is a remarkable photo essay about twenty-first-century urban space and about photography itself. Stunningly designed and presented in a luxuriously large format, the book is introduced by Christopher Phillips.","http://www.olivobarbieri.it","https://aperture.org","Individual Photographer Monographs","Olivo Barbieri, Photography, Still Life Photography, landscape photography",,,,"Hudson Street Library, NYC",,,"/assets/images/books/Barbieri_Site_Specific_site_specific_03_13_9781597112291.jpg",,,,,,
"101","Barker","Mandy","Mandy Barker","Beyond Drifting: Imperfectly Known Animals","Overlapse","2017","18.4","24.8","2.0","Hardcover","104","Out of Print","9780994791917",,,"true","Mandy Barker + Tiffany Jones","59 color and numerous additional illustrations. Beyond Drifting: Imperfectly Known Animals is an astounding piece of work, one in which Barker takes the most humdrum of things – plastic detrius – inserts it into an intriguing, multilayered historical narrative, lends its physical form a gossamer, airy beauty, and presents the whole to us in the form of a book. Not just any book, but a replica of an old science publication from the 1800s, including mould-spotted pages, a library lending form and specimen labels.” – Lucy Davies, V&A Magazine May 2017 Now, 170 years after Atkins, another British woman has produced an important photobook that echoes Victorian-era science even as it exposes a contemporary environmental crisis. Mandy Barker’s Beyond Drifting: Imperfectly Known Animals similarly occupies that liminal space where art and science converge, and its impeccable presentation exemplifies how book design can extend content. – Laura M. André, review on Photo-eye “Mandy Barker’s work on plastic has been developing for some time. In its latest advance, she looks at micro-particles of plastic as a species of a lunatic plankton, floating about the sea, and she has included a rather wonderful pastiche book of old-fashioned science as a way of getting us into her subject.” – Francis Hodgson, Photography critic “Her images could be mistaken for Victorian glass-plate photographs in fact they are ornate, long-exposure studies of the plastic debris that pollutes beaches in and around Cobh in Cork Harbour, Ireland.” – Tom Seymour, British Journal of Photography “Beyond Drifting is a clever critique of a massive environmental problem – and, in focusing in on one small area of Ireland in particular, Barker highlights a global issue.” – Mark Sinclair, Creative Review","https://www.mandy-barker.com","https://www.overlapse.com/","Individual Photographer Monographs","Nature",,,,"Hudson Street Library, NYC",,,"/assets/images/books/Barker_Beyond_Drifting_Imperfectly_Known_Animals_9780994791917.jpg",,,,,,
"102","Barney","Matthew","Matthew Barney","ADAC","Dashwood Books","2013",,,,"Softcover","40","Edition 300",,,,"false",,"ADAC is a collaborative book by Matthew Barney and Brandon Stosuy commemorating the lives of NFL/Oakland Raiders legend Al Davis, who died on October 8, 2011, and Seth Putnam, vocalist of the grindcore band Anal Cunt, who died on June 11, 2011. Published by Dashwood Books",,"http://dstrettell.com/","Photography","""hardcore music"", NFL, memorial",,,,"Clipper",,,,,,,,,
"103","Barron","Jean Montgomery","Jean Montgomery Barron","Scene","powerHouse Book","2013","29.9","23.5","2.0","Hardcover","136",,"9781576876244",,,"false",,,,,,"celebrity photography",,,,,,,"/assets/images/books/Barron_Scene_9781576876244.jpg",,,,,,
"104","Basquiat","Jean-Michael","Jean-Michael Basquiat","Jean-Michael Basquiat","CH",,,,,,,,,,,"false",,,,,,"Art",,,,,,,,,,,,,
"105","Basquiat","Jean-Michael","Jean-Michael Basquiat","Basquiat","Hatje Cantz",,,,,,,,,,,"false",,,,"https://www.hatjecantz.de/",,"Art",,,,,,,,,,,,,
"106","Basquiat","Jean-Michael","Jean-Michael Basquiat","Words Are All We Have Paintings by Jean-Michel Basquiat","Hatje Cantz","2016","31.0","26.5","2.0","Hardcover","208","New, sealed","9783775741842","Dieter Buchhart (Editor)",,"false",,"Language in the art of Jean-Michel Basquiat, from graffiti to word as motif In the wild New York of the 1980s, Jean-Michel Basquiat was the first African-American artist to receive art-world attention. The complexity and trailblazing innovative power of his paintings has been widely discussed, but this book focuses on the treatment of language in Basquiat’s ouevre. With its complex structures, spontaneous rhythms and sampled, collage-like manifestations, his work was drawn into the orbit of the Beat Generation poets and the protagonists of the musical avant-garde. The multitalented Basquiat created a shimmering, syncopated fabric of images and text, which the American curator and critic Robert Storr aptly called “eye rap.” It was with this unpretentious and spontaneous way of working that Basquiat rewrote art history.",,"https://www.hatjecantz.de/","Art","Art","Individual Artist Monographs",,,"Clipper",,,"/assets/images/books/Basquiat_Words_Are_All_We_Have_Paintings_by_Jean-Michel_Basquiat_9783775741842.jpg",,,,,,
"107","Basquiat","Jean-Michael","Jean-Michael Basquiat","The Notebooks","Princeton University Press","2015","24.6","19.3","2.0","Hardcover – Illustrated","304",,"9780691167893","Larry Warsh (Editor)",,"false",,"facsimile edition of the artist's fascinating working notebooks Brooklyn-born Jean-Michel Basquiat (1960-88) was one of the most important artists of the 1980s. A key figure in the New York art scene, he inventively explored the interplay between words and images throughout his career, first as a member of SAMO, a graffiti group active on the Lower East Side in the late 1970s, and then as a painter acclaimed for his unmistakable Neoexpressionist style. From 1980 to 1987, he filled numerous working notebooks with drawings and handwritten texts. This facsimile edition reproduces the pages of eight of these fascinating and rarely seen notebooks for the first time.The notebooks are filled with images and words that recur in Basquiat's paintings and other works. Iconic drawings and pictograms of crowns, teepees, and hatch-marked hearts share space with handwritten texts, including notes, observations, and poems that often touch on culture, race, class, and life in New York. Like his other work, the notebooks vividly demonstrate Basquiat’s deep interests in comic, street, and pop art, hip-hop, politics, and the ephemera of urban life. They also provide an intimate look at the working process of one of the most creative forces in contemporary American art.",,,,"Art","Individual Artists' Books",,,,,,"/assets/images/books/Basquiat_The_Notebooks_9780691167893.jpg",,,,,,
"108","Baum","Erica","Erica Baum","The Naked Eye","Bureau New York","2015",,,,,"58",,"9782954136943",,,"false",,,,,,"New York City",,,,,,,"/assets/images/books/Baum_The_Naked_Eye_9782954136943.jpg",,,,,,
"109","Beckman Sam Falls","Janette","Janette Beckman Sam Falls","Dashwood Book Series (LTD EDITION - VOL 1)","Dashwood","2011",,,,"softcover in slipcase",,"Condition: As new in sturdy slipcase stamped with names of artists and their projects. # /20. 20 copies",,,,"false",,"Janette Beckman, Sam Falls, Andreas Laszlo Konrath, Jim Mangan, Ari Marcopoulos, Betty Tompkins & Archive of Modern Conflict",,"https://dstrettell.com/",,,,,,"Hudson Street Library, NYC",,,,,,,,,
"110","Bellini","Mario","Mario Bellini","That's Punk",,,,,,,,,,,,"false",,,,,,,,,,,,,,,,,,,
"111","Bellmer","Hans","Hans Bellmer","Hans Bellmer","Hatje Cantz","2006",,,,"Hardcover","280",,"9783775717946",,"Agnès de la Beaumelle (Author), Alain Sayag (Author), Wieland Schmied (Author), Michael Semff (Editor), Anthony Spira (Editor)","false",,"The Surrealists' fascination with dolls and machines that resembled humans is especially evident in the work of Hans Bellmer (1902-1975), the subject of this comprehensive monograph. Rejecting the Nazis' Aryan ideals, the artist spent the years after 1933 creating disturbing dolls out of wax, wood, flax, plaster and glue--equipped with wigs and glass eyes. Photographs of these fetishistic simulacra were published in Minotaure, the Surrealists' magazine, and eagerly supported by members of Andre Breton's circle. After immigrating to Paris, Bellmer continued to develop his erotic obsessions through his art, now influenced by the writings of the Marquis de Sade and Georges Bataille, and began to collaborate with his companion, the German artist Unica Zurn. Deeply involved in Freudian discourse, his drawings, lithographs and photographs investigate psychoanalytic theories around hysteria and transference and reveal a singular exploration into the relationship between language and the body.",,"https://www.hatjecantz.de/",,"artist-monograph","Individual Artist Monographs",,,,,,"/assets/images/books/Bellmer_Hans_Bellmer_9783775717946.jpg",,,,,,
"112","Bendiksen","Jonas","Jonas Bendiksen","The Book of Veles","GOST Books","2021","21.6","16.5","1.9","Hardcover","146","First","9781910401613",,,"false",,"Photographs of contemporary Veles are intertwined with fragments from an archaeological discovery also called ‘the Book of Veles’ ― a cryptic collection of 40 ‘ancient’ wooden boards discovered in Russia in 1919, written in a proto-Slavic language. It was claimed to be a history of the Slavic people and the god Veles himself―the pre-Christian Slavic god of mischief, chaos and deception","https://www.jonasbendiksen.com/","https://gostbooks.com",,"disinformation, information, nationstatehacker, propaganda",,,,"Hudson Street Library, NYC",,,"/assets/images/books/Bendiksen_The_Book_of_Veles_9781910401613.jpg",,,,,,
"113","Berlin","Bridget","Bridget Berlin","Polaroids","Reel Art Press","2015","28.1","23.8","2.2","Hardcover","208","Pck Har/Cr edition","9781909526242","by Dagon James (Editor), Vincent Fremont (Editor), Anastasia Rygle (Editor)","by Dagon James (Editor), Vincent Fremont (Editor), Anastasia Rygle (Editor), Brigid Berlin (Photographer), Bob Colacello (Introduction), John Waters","false",,"Brigid Berlin (born 1939) was one of the most prominent and colorful members of Andy Warhol’s Factory in the 1960s and 1970s. Her legendary personal collection of Polaroids is collected here for the first time and constitutes an intimate, beautiful, artistic, outrageous insight into this iconic period. This wild photographic odyssey featured a foreword by cult filmmaker John Waters, who writes, “Brigid was always my favorite underground movie star big, often naked, and ornery as hell ... The Polaroids here show just how wide Brigid’s world was her access was amazing. She was never a groupie, always an insider.” Berlin knew everyone and her lens captured them all: celebrities, Superstars, artists, herself and, of course, Warhol. As Waters observes, through her snaps, “Andy was uncovered and revealed like never before.” The book also features an introduction by Bob Colacello, editor of Warhol’s Interview magazine and features writer for Vanity Fair, who notes: “In recording life, she captured our times. By myopically depicting her own transgressions and self- indulgences, she has prophetically reflected the narcissism and exhibitionism, the craving for fame and confusing of fame and infamy that have become the staples of American popular culture.” In discussing her style, he reflects, “This is the opposite of fashion photography or studio portraiture. Brigid was a realist. What she saw is7",,,"Individual Photographer Monographs","Art, New York City",,,,"Hudson Street Library, NYC",,,"/assets/images/books/Berlin_Polaroids_9781909526242.jpg",,,,,,
"114","Berman","Wallace","Wallace Berman","Wallace Berman: American Aleph","Kohn Gallery","2016","28.5","24.5","1.5","Hardcover","120",,"9781880086216",,"by Tosh Berman (Introduction), Wallace Berman (Artist), Claudia Bohn-Spector (Contributor), Sam Mellon (Contributor), Ken Allan (Contributor)","false",,"Commemorating the 40th anniversary of the artist’s accidental death at age 50, this volume offers the first substantial survey of the entire oeuvre of Wallace Berman (1926–76) from the late 1940s until 1976. Berman has been long heralded as one of the most significant and influential artists to emerge in Southern California. Spiritually inclined yet steeped in popular culture and the political events of the day, he conducted reconnaissance far beyond the borders of California, mining the American psyche and broadcasting his ideas through mail art, publications, photographs and multilayered art works. Berman intersected with several intriguing cultural moments, starting with his first Los Angeles solo show in 1957 at Ed Kienholz and Walter Hopps’ Ferus Gallery. He also participated in an important 1966 group exhibition in London at the legendary Robert Fraser Gallery, whose other artists included Richard Hamilton, Bruce Conner and Peter Blake--who put Berman’s face among the notable crowd in his cover for the Beatles’ Sgt Pepper’s Lonely Hearts Club Band.As interest in West Coast art has increased over the past 40 years, scholars have viewed Berman as a quintessentially Californian artist whose entourage of likeminded friends was essential to the formation of his creative vision. This volume takes a broader view, reassessing Berman’s significant contributions to the history of 20th-century American art.",,,,"Art","Individual Artist Monographs",,,,,,"/assets/images/books/Berman_Wallace_Berman_American_Aleph_9781880086216.jpg",,,,,,
"115","Bernstein","Bill","Bill Bernstein","Disco The Bill Berstein Photographs","RAP (Reel Art Press)","2015","31.1","25.2","2.0","Hardcover",,,"9781909526228",,,"false",,"Stunning photography by Bill Bernstein. Containing many previously unpublished photographs, Disco takes the viewer on an access-all-areas tour of late 70s New York nightlife. Bernstein's eye was drawn to the characters that lived for the night, rather than the celebrities, the unknown men and women who were transformed by the nightlife haze. The pictures in this book are a document of an incredibly exciting and creative time, not only in music, but in social, political and fashion history as well.",,,"Individual Photographer Monographs","Photography, bw, disco",,,,"Hudson Street Library, NYC",,,"/assets/images/books/Bernstein_Disco_The_Bill_Berstein_Photographs_9781909526228.jpg",,,,,,
"116","Bertrand","Zaza","Zaza Bertrand","Japanese Whisper","APE (Art Paper Editions)","2016","30.0","22.5",,"Paperback",,,"9789490800550",,,"false",,,,,,,,,,,,,,,,,,,
"117","Beube","Doug","Doug Beube","Breaking the Codex : Bookwork, Collage, and Mixed Media","Etc. Etc. The Iconoclastic Museum Press","2011",,,,,"219",,"9780615459196","Marian Cohn","Douglas Beube","false",,,,,,"Art, and sculpture., book art, collage, mixed media, Photography",,,,,,,"/assets/images/books/Beube_Breaking_the_Codex_Bookwork_Collage_and_Mixed_Media_9780615459196.jpg",,,,,,
"118","Bianchi","Tom","Tom Bianchi","Tom Bianchi: Fire Island Pines, Polaroids 1975-1983","Damiani","2013",,,,,"212","Illistrated, First Edition edition (May 31, 2013)","9788862082709",,,"false",,,,"https://www.damianieditore.com/",,"Nudes",,,,,,,"/assets/images/books/Bianchi_Tom_Bianchi_Fire_Island_Pines_Polaroids_1975-1983_9788862082709.jpg",,,,,,
"119","Birgus","Vladimir","Vladimir Birgus","Czech Photography VIII: Europeans","Kant","2009",,,,,,,"9788086970899",,"Jindrich Marco and Jindrich Streit","false",,,,,,"Photography",,,,,,,,,,,,,
"120","Bischof","Beni","Beni Bischof","Psychobuch","Edition Patrick Frey","2014","31.0","23.4","3.2","Softcover","638","EPF N° 149 (1 of 2 copies). Out of print","9783905929492",,,"false",,"It all started when Beni Bischof began publishing laser-copied artist's magazines in 2005 as an independent means of distributing his drawings, collages, and texts. The speed of production suited his impetuous, prolific output. It was not long before he found an additional, three-dimensional outlet for his obsessions by adding sculpture, painting, and installations to his repertoire. Often using everyday objects, Bischof creates bizarre objects whose coherence he reinforces with plaster and paint. He applies similar techniques of combining, reassembling, and reworking to images appropriated from fashion magazines, trivial literature, LP covers, and the like, overpainting them and modifying them digitally or even mechanically. Psychobuch presents an extensive and unusual survey of Beni Bischof's oeuvre. It is a wildly rampant, multimedia conglomerate, held together by a dense network of recurring themes and motifs. The elaborate book is both an overview of Beni Bischof's output to date and an artist's book in its own right.",,"https://www.editionpatrickfrey.com","Individual Photographer Monographs",,,,,"Hudson Street Library, NYC",,,"/assets/images/books/Bischof_Psychobuch_9783905929492.jpg",,,,,,
