"Author, Last","Author, First",Title,Publisher,Date ,Size,Information; Notes ; Condition,Edition/Printrun,ISBN,"Author, Editor",Contributors,Signed/Inscribed,Designer,Summary,W3  Artist,W3 Publisher,Collection Grouping,"Subject classification, tags",Classification,BISAC classification,Dewey Decimal Classification (DDC),Location,Accession No,Price,Image
Prince,Richard,American Dream,,2005,Height: 24.1 cm | Width: 16.5 cm,"116 pages, Sealed",,9780971634152,,,,,The Rubell Family Collection's substantial and important Richard Prince holdings showcasing his signature pop-culture appropriations wicked silk-screened jokes and pulpy paintings. With an introduction by Mark Coetzee.,http://www.richardprince.com/,https://rubellmuseum.org/,Art,Art,,,,,,,/assets/images/books/Prince_American_Dream.jpg
Prince,Richard,American English,,2003,Height: 22.2 cm | Width: 15.2 cm,134 pages,,9783883757179,,,,,"Scarce artist's book published in conjunction with Prince's exhibition at Sadie Coles HQ (23 April-31 May 2003). Opens with Prince's essay ""Collecting: Bring It All Back Home"" about his book collection. Features photographs that juxtapose the covers and dust-jackets of American and English editions of books in Prince's collection, photographed in various un-literary backgrounds. The variant dustjackets of American and English editions are often presented side-by-side. Designed by Herman Lelie. Published in glossy pictorial semi-stiff wrappers.",http://www.richardprince.com/,https://www.artbook.com/,Art,"Art, Artist Book, Book Collection, Contemporary Art, Photography",,,,,,,/assets/images/books/Prince_American_English.jpg
Prince,Richard,Betty Kline,Gagosian,,,"Hardcover, Large size",,,,,,,,http://www.richardprince.com/,https://gagosian.com/,,,,,,,,,
Prince,Richard,Betty Kline,Purple,,,"Wrappers, Large size",,,,,,,,http://www.richardprince.com/,,,,,,,,,,
Prince,Richard,Canal Zone,Gagosian,,,"Hardcover, seaked",,,,,,,,http://www.richardprince.com/,https://gagosian.com/,,Art,,,,,,,/assets/images/books/Prince_Canal_Zone_Appeal_Appendix.jpg
Prince,Richard,Check Paintings,Gagosian Gallery,2005,,Hardcover,,,,,,,"This catalogue was published in conjunction with the 2005 'Check Paintings' exhibition held at Gagosian Gallery Beverly Hills. Mining images from mass media, advertising and entertainment since the late 1970s, Richard Prince has redefined the concepts of authorship, ownership, and aura. Applying his understanding of the complex transactions of representation to the making of art, he evolved a unique signature filled with echoes of other signatures yet that is unquestionably his own.",http://www.richardprince.com/,https://gagosian.com/,,Art,,,,,,,/assets/images/books/Prince_Check_Paintings.jpg
Prince,Richard,Covering Pollock (program),,,,Program Guild Hall Museum,,,,,,,http://www.richardprince.com/ Program Guild Hall Museum,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/books/Prince_Covering_Pollock.png
Prince,Richard,Cowboy,Gagosian,,,"Hardcover, sealed",,,,,,,,http://www.richardprince.com/,https://gagosian.com/,,Art,,,,,,,/assets/images/books/Prince_Cowboy.jpg
Prince,Richard,Free Love,Sadie Coles HQ,,,Hardcover,,,,,,,,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/books/Prince_Free_Love.jpg
Prince,Richard,Good Life,,,,"Wrappers pages, Wrappers",,,,,,,http://www.richardprince.com/,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/books/Prince_Good_Life.jpg
Prince,Richard,High Times,Gagosian,,,Hardcover,,,,,,,,http://www.richardprince.com/,https://gagosian.com/,,Art,,,,,,,/assets/images/books/Prince_High_Times_new.jpeg
Prince,Richard,Inside World,,,,"Wrappers, Various Artists pages, Wrappers, Various Artists",,,,,,,http://www.richardprince.com/,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/books/Prince_Inside_World.jpg
Prince,Richard,It's A Free Concert,,2002,,"Wrappers pages, Wrappers",,,,,,,http://www.richardprince.com/,http://www.richardprince.com/,,,"Art, Music",,,,,,,/assets/images/books/Prince_High_Times.jpg
Prince,Richard,Jokes & Cartoons,JR,,,Wrappers. Sealed,,,,,,,http://www.richardprince.com/,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/placeholder-book-simple.svg
Prince,Richard,Cartoon Jokes,Nahmad Contemporary,,,,,,,,,,,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/books/Prince_Cartoon_Jokes.jpg
Prince,Richard,Katz + Dogg Frozen Love,Fulton Ryder,2021,8 1⁄2 × 11 inches,"Wrappers, 72 pages","First, edition of 300",,,,,,,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/books/Frozen-Love.jpeg
Prince,Richard,Kaliflower,,,,"Wrappers pages, Wrappers",,,,,,,http://www.richardprince.com/,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/books/Prince_Kaliflower.jpg
Prince,Richard,Naked Nurses,JMc/,,,Wrappers,,,,,,,,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/placeholder-book-simple.svg
Prince,Richard,New Figures,,2014,,,,,,,,,,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/books/Prince_New_Figures.jpg
Prince,Richard,Phillips,Abrams,,,Hardcover,,,,,,,,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/books/Prince_Phillips.jpg
Prince,Richard,Photographs / Paintings,,,,Wrappers. 2 book set sealed,,,,,,,http://www.richardprince.com/,http://www.richardprince.com/,,,"Art, Photography",,,,,,,/assets/images/placeholder-book-simple.svg
Prince,Richard,Protest Paintings,,,,Hardcover. Sealed,,,,,,,http://www.richardprince.com/,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/placeholder-book-simple.svg
Prince,Richard,Richard Prince,Guggenheim,,,"Hardcover, Guggenheim",,,,,,,,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/placeholder-book-simple.svg
Prince,Richard,Richard Prince - The Gug,Almine Rech,,,Hardcover. Sealed,,,,,,,http://www.richardprince.com/,http://www.richardprince.com/,,,Art,,,,,,,
Prince,Richard,Richard Prince + Zach Sebastian,,,,"Zine, 2 copies",,,,,,,"http://www.richardprince.com/ Zine, 2 copies",http://www.richardprince.com/,,,Art,,,,,,,/assets/images/placeholder-book-simple.svg
Prince,Richard,Richard Prince Publications,,,,,,,,,,,,http://www.richardprince.com/,,,Art,,,,,,,
Prince,Richard,Richard Prince Super Group,,,,Hardcover. Sealed,,,,,,,http://www.richardprince.com/,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/placeholder-book-simple.svg
Prince,Richard,Second House,Gladstone Gallery,,,Hardcover,,,,,,,,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/placeholder-book-simple.svg
Prince,Richard,SHE,McKenna,,,Hardcover,,,,,,,,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/books/Prince_SHE.jpg
Prince,Richard,Special Guest,Karma,,,Wrappers,,,,w/ Roe Etheridge,,,,http://www.richardprince.com/,https://karmakarma.org/,,Art,,,,,,,/assets/images/placeholder-book-simple.svg
Prince,Richard,Splashes,RVP,,,"Wrappers. 2 copies, sealed",,,,,,,http://www.richardprince.com/,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/placeholder-book-simple.svg
Prince,Richard,The Girl Next Door,,,,,,,,,,,,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/placeholder-book-simple.svg
Prince,Richard,The Magic Castle,,,,,,,,,,,,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/placeholder-book-simple.svg
Prince,Richard,untitled (band) 2013/2014,,,,Hardcover,,,,,,,http://www.richardprince.com/,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/placeholder-book-simple.svg
Prince,Richard,White Paintings,,,,Hardcover,,,,,,,http://www.richardprince.com/,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/books/Prince_White_Paintings.jpg
Prince,Richard,Family Tweets,Gagosian,2021,,Hardcover. (Copy 1 of 2),300,,,,,,"Gagosian will present Family Tweets, a new book by Richard Prince published through Fulton Ryder. Works from the publication will be on view in the 976 Madison Avenue gallery behind the bookstore. Family Tweets documents Prince’s project at Desert X in Southern California’s Coachella Valley in 2017. The site offered to Prince was an abandoned house in Desert Hot Springs, where he installed—inside and out—printouts from his Birdtalk blog relating to his family, most of which were posted on the @richardprince4 Twitter feed in 2014. The printouts were made in a variety of mediums. Three days after the installation, once Prince had left, most of the works were removed, taken, seized—gobbled up, so to speak—by “art hikers with flashlights.” Neither he nor the organizers had any “remote viewing” about what would happen to the artworks after he left; there was never any thought about “guarding” them. It wasn’t exactly comme ci, comme ça, but let’s just say the whole project turned into one of those sixties free concerts—80 percent of the works disappeared. The works on view are examples of what was retrieved after the event was over.",http://www.richardprince.com/,https://gagosian.com/exhibitions/2021/richard-prince-family-tweets/,Richard Prince,"Twitter, Tweets, Family",Individual Artist Monographs,,,Clipper,,$100,/assets/images/books/Prince_Family_Tweets.jpg
Prince,Richard,Family Tweets,Gagosian,2021,,Hardcover (Copy 2 of 2),300,,,,,,"Gagosian will present Family Tweets, a new book by Richard Prince published through Fulton Ryder. Works from the publication will be on view in the 976 Madison Avenue gallery behind the bookstore. Family Tweets documents Prince’s project at Desert X in Southern California’s Coachella Valley in 2017. The site offered to Prince was an abandoned house in Desert Hot Springs, where he installed—inside and out—printouts from his Birdtalk blog relating to his family, most of which were posted on the @richardprince4 Twitter feed in 2014. The printouts were made in a variety of mediums. Three days after the installation, once Prince had left, most of the works were removed, taken, seized—gobbled up, so to speak—by “art hikers with flashlights.” Neither he nor the organizers had any “remote viewing” about what would happen to the artworks after he left; there was never any thought about “guarding” them. It wasn’t exactly comme ci, comme ça, but let’s just say the whole project turned into one of those sixties free concerts—80 percent of the works disappeared. The works on view are examples of what was retrieved after the event was over.",http://www.richardprince.com/,https://gagosian.com/exhibitions/2021/richard-prince-family-tweets/,Richard Prince,"Art, Family, Tweets, Twitter",Individual Artist Monographs,,,Clipper,,$100,/assets/images/books/Prince_Family_Tweets.jpg
Prince,Richard,Untitled (Original Cowboy),Gagosian,2022,,Hardcover,,,,,,,"Matched with an artwork by Richard Prince, the publication is part of Gagosian’s Picture Books, an imprint conceived by author Emma Cline and dedicated to publishing fiction by leading authors alongside contributions by celebrated contemporary artists.",http://www.richardprince.com/,https://gagosian.com/,,Art,,,,,,,/assets/images/books/Prince_Cowboy.jpg
Prince,Richard,Untitled (Original Cowboy),Gagosian,2022,,Hardcover,,,,,,,"Matched with an artwork by Richard Prince, the publication is part of Gagosian’s Picture Books, an imprint conceived by author Emma Cline and dedicated to publishing fiction by leading authors alongside contributions by celebrated contemporary artists.",http://www.richardprince.com/,https://gagosian.com/,,Art,,,,,,,/assets/images/books/Prince_Cowboy.jpg
Prince,Richard,Yea Yea Yea,,,,"Program, Stuart Sutcliffe pages, Program",,,,Stuart Sutcliffe,,,http://www.richardprince.com/,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/placeholder-book-simple.svg
Prince,Richard,Purple Mag insert #1,,,,"Wrappers pages, Wrappers",,,,,,,http://www.richardprince.com/,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/placeholder-book-simple.svg
Prince,Richard,Purple Mag insert #2,,,,"Wrappers pages, Wrappers",,,,,,,http://www.richardprince.com/,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/placeholder-book-simple.svg
Prince,Richard,Bibliothèque d’un Amateur,,,,,,,,,,,http://www.richardprince.com/,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/books/Prince_Bibliotheque_d_un_Amateur.jpg
Prince,Richard,Bibliothèque d’un Amateur,,,,,,,,,,,http://www.richardprince.com/,http://www.richardprince.com/,,,Art,,,,,,,/assets/images/books/Prince_Bibliotheque_d_un_Amateur.jpg
Provoke,,Provoke Re-issue,,,,,,,,,,,,,,,,,,,,,,
Pruitt,Rob,Rob Pruitt's eBay Flea Market Year,,,,,,,,,,,,,,,,,,,,,,
Pruitt,Rob,The Exquisite Self Portraits Photoshoot,Triangle Books,Published 2015,,,,978-2930777115,,,,,,,,Self Portraits,Self Portraits,,,,,,,
Pyvka,Arnaud,Terrestre,,,,,,,,,,,,,,,,,,,,,,
Quaicoe,Otis Kwame Kye,Black Rodeo,Almine Rech Editions,2022,27.5 x 21.5 cm - 11 x 8 1/2 in,"Boards, 168 pages, English/French",First 800 copies,978-2-930573-43-4,,,No,,"This book is published in conjunction with the artist's debut European solo exhibition, BLACK RODEO: Cowboys of the 21st Century, held between March 10 and April 16, 2022 at Almine Rech Brussels.",,,,,,,,,,,
R,,,,,,,,,,,,,,,,,,,,,,,,
Ramos,Mel,Mel Ramos,Electa/Gingko,,,,,,,,,,,,,,,,,,,,,
Ramos,Mel,Mel Ramos: New Prints: Catalogue Raisonné of Original Prints,Moderne Kunst Nürnberg,2014,9.25 x 0.75 x 11.75 inches,"Paperback, 180 pages. Rare",,978-3869844701,"by Claire Breukel (Author), Jeanette Zwingenberger (Author)",,,,,,,Art,Prints,Individual Artist Monographs,,,,,$500.00,
Rauch,Neo,Oversized Taschen Book -,,,,,,,,,,,,,,,,,,,,,,
Rauch,Neo,"Neo Rauch: Paintings Edited by Hans-Werner Schmidt, Bernhart Schwenk",Hatje Cantz,2010,,,,978-3775725217,,,,,,,https://www.hatjecantz.de/,,,,,,,,,
Rauch,Neo,"Neo Rauch: Das Grafische Work, 1993-201",Hatje Cantz,,,,,9783775733106,,,,,,,https://www.hatjecantz.de/,,,,,,,,,
Rauch,Neo,Neo Rauch: Dromos,,,,,,9783775743815,,,,,,,,,,,,,,,,
Rauch,Neo,Neo Rauch: Para,DuMont,2010,9 x 11.75 in,"116 pages, Hardcover, 116 pgs, 32 color",,978-3832190095,,,,,,,,,,,,,,,,
Rauch,Neo,Neo Rauch Schilfland: Works on Paper by Wolfgang Buscher (2009-09-01),Prestel,,,,,,,,,,,,,,,,,,,,,
Rauch,Neo,Neo Rauch: At the Well,David Zwirner Books,2015,10.2 x 0.8 x 13 inches,,,978-1941701119,,,,,,,https://www.davidzwirnerbooks.com/,,,,,,,,,
Rauch,Neo,Neo Rauch: Propaganda,David Zwirner Books,,,,,,,,,,,,https://www.davidzwirnerbooks.com/,,,,,,,,,
Rauch,Neo,Aus dem Bldem / From the Floor,The Drawing Center,,,"Softcover,",,,,,,,,,,,,,,,,,,
Rauch,Neo,Neo Rauch: Renegaten,David Zwirner,2005,,"Softcover, Pages: 40, reproductions: 20 color",,978-0976913603,,,,,,,https://www.davidzwirnerbooks.com/,,,,,,,,,
Rauch,Neo,Neo Rauch & Rosa Loy: Hinter Den Gärten/Behind the Gardens,Prestel,2011,,,,,,,,,,,,,,,,,,,,
Rauch,Neo,Neo Rauch Bonnefanten Museum,Hatje Cantz,,,,,,,,,,,,https://www.hatjecantz.de/,,Art,,,,,,,
Rauch,Neo,Neo Rauch,David Zwirner,2008,,"Hardcover,",,978-3865217431,,,,,,,https://www.davidzwirnerbooks.com/,,,,,,,,,/assets/images/covers/9783865217431.jpg
Rauchenberg,Robert,Robert Rauschenberg,"The Museum of Modern Art, New York",2016,,"Hardcover, 392 pages",,978-1633450202,,,,,,,,,"Art, New York City",,,,,,,/assets/images/covers/9781633450202.jpg
Rauchenberg,Robert,Scenerios,,,,,,,,,,,,,,,,,,,,,,
Rauchenberg,Robert,Runts,,,,,,,,,,,,,,,,,,,,,,
Rauchenberg,Robert,Transfer Drawings,,,,,,,,,,,,,,,Art,,,,,,,
Reedus,Norman,The Sun's Coming Up... Like a Big Bald Head,Authorscape,2013,,,First edition,978-0989637909,,,,,,,,,,,,,,,,/assets/images/covers/9780989637909.jpg
REIS,Rogerio,Rogerio REIS : Ninguém é de Ninguém Impériale Collection n°4,Editions Bessard,2021,260 x 170 mm,"Soft-Binding, 36 pages",Edition of 250,,,,,,,,,,,,,,,,,
Richter,Gerhard,Strip Paintings and 8 Glass Panels,MG,2012,,,First edition,,,,,,,https://www.gerhard-richter.com/,,,,,,,,,,
Richter,Gerhard,Gerhard Richter: Abstraktes Bild 825-11: 69 Details,Scalo Verlag/Editions CR: 86,1996,,"Hardback with cardboard slipcase, Artist Book",First edition,NA,,,,,,https://www.gerhard-richter.com/,,Art,,Artist Book,,,,,,
Richter,Gerhard,Overpainted Photographs,Hatje Cantz,,,,,,,,,,,https://www.gerhard-richter.com/,https://www.hatjecantz.de/,,Photography,,,,,,,
Richter,Gerhard,Painting After All,,,,,,,,,,,,https://www.gerhard-richter.com/,,,Art,,,,,,,
Richter,Gerhard,Landscape,,,,,,,,,,,,https://www.gerhard-richter.com/,,,Photography,,,,,,,
Richter,Gerhard,Gerhard Richter: tails,Scalo Verla,2016,,,First edition,NA,,,,,,https://www.gerhard-richter.com/,,Art,,Artist Book,,,,,,
Richter,Gerhard,Portraits,,,,,,,,,,,,https://www.gerhard-richter.com/,,,,,,,,,,
Richter,Gerhard,Atlas,,,,,,,,,,,,https://www.gerhard-richter.com/,,,Reference,,,,,,,
Richter,Gerhard,Portraits Painting Appearances,,,,,,,,,,,,https://www.gerhard-richter.com/,,,Art,,,,,,,
Richter,Gerhard,Gerhard Richter: Life and Work in Painting Thinking is Painting,Schirner/Mosel,2020,Height: 36.5 cm | Width: 24.0 cm,"Hardcover, Linen with jacket, 480 pages, 24,0x36,5, 413 color illustrations",,978-3-7913-8651-5,Armin Zweite,,,,,https://www.gerhard-richter.com/,,,Art,,,,,,,
Rickard,Doug,Tom,,,,,,,,,,,,,,,,,,,,,,
Ridgers,Derek,78-87 London Youth,,2014,Height: 31.75 cm | Width: 21.59 cm,160 pages,,9788862083591,,,,,"Photographs taken in the streets, clubs, basements and bars of London between 1978 and 1987, celebrating the many mutations in London's youth culture from the height of punk to the birth of Acid House. These photographs, made over a ten-year span, capture punk's evolution into goth, the skinhead revival and the New Romantic scene, and the eventual emergence of Acid House and the new psychedelia. Among those portrayed are Boy George, Andrew Logan, Leigh Bowery and his boyfriend Trojan, Michael Alig, John Galliano, Hamish Bowles, Cerith Wyn Evans, Steve Strange and Martin Kemp and Steve Norman of Spandau Ballet. A testament to the creative spirit of youth with emphasis on sartorial DIY panache.",https://ridgers.com/,https://www.damianibooks.com/,"Photography, Youth culture, Punk, New Romantic, Goth, London, 1980s, Street photography","British Photography, Music & Nightlife, Punk & New Wave, Street Photography, Youth Culture",,,,,,,/assets/images/books/Ridgers_78_87_London_Youth_9788862083591.jpg
Rist,Pipilotti,Pixel Forest,,,,,,,,,,,,,,,,,,,,,,
Rist,Pipilotti,The video organism of Pipilotti,,,,,,,,,,,,,,,,,,,,,,
Robert Adams,Robert,,,,,,,,,,,,,,,,,,,,,,,
Robinson,Walter,Walter Robinson paintings on paper 2009 - 2020,Fulton Ryder,2021,28x21 cm,"Paperback, 48 pages, color",,,,,,,,,,,,,,,,,,
Rodick,Frank,Liquid Cities,Akina Books,2014,,,,,,,,,,,,,street photography,,,,,,,
Rodland,Torbjorn,Giappone 1970,,,,,,,,,,,,,,,,,,,,,,
Rodland,Torbjorn,Fifth Honeymoon,,,,,,,,,,,,,,,,,,,,,,
Rodland,Torbjorn,Vanilla Partner,,,,,,,,,,,,,,,,,,,,,,
Rodland,Torbjorn,Sasquatch Century,,,,,,,,,,,,,,,,,,,,,,
Rodland,Torbjorn,Confabulations,,,,,,,,,,,,,,,,,,,,,,
Rodland,Torbjorn,The Touch That Made You,,,,,,,,,,,,,,,,,,,,,,
Rondepierre,Eric,The Mark of Time,Editions Bessard,2015,,C print,First edition,978-1091406444,,,Signed,,,,,,,,,,,,,/assets/images/covers/9781091406444.jpg
Rose,Brian,Time and Space on the Lower East Side,,,,,,,,,,,,,,,,,,,,,,
Rosenberg,Aura,Headshots,,,,,,,,,,,,,,,,,,,,,,
Rosenquist,James,James Rosenquist: the Big Paintings: Thirty Years,Rizzoli; First Edition edition,1994,12.2 x 0.8 x 15.2 inches,Hardcover,First edition,978-0847818457,"by Leo Castelli (Author), Susan Brundage (Author)","by Leo Castelli (Author), Susan Brundage (Author), Craig Adcock (Author)",,,,,,,,,,,,,,
Rosenquist,James,James Rosenquist,Whitney Museum of Art,1972,10.4 x 9.3 x 0.4 inches,"Sofcover, catalogue",Whitney Museum; First Edition edition,ASIN: B000V5TGWM,Marcia Tucker,by New York. Whitney Museum of American Art. Text by Marcia Tucker; catalog of prints by Elke M. Solom (Author),,,,,,,Art,,,,,,,
Rosenquist,James,The Early Pictures,"Goldman, Gagosian Gallery",,,,,,,,,,,,https://gagosian.com/,,Art,,,,,,,
Rosenquist,James,A Retrospective,Guggenheim,2003,Height: 30.5 cm | Width: 25.6 cm,472 pages,,9780892072675,,,,,"Lipsticks, automobiles, dishwashers, men in business suits, spaghetti, rockets, airplanes, hairdryers, ice cream cones and pigtailed girls. James Rosenquist has always known how to combine these seemingly disparate but always all-American elements into whirlwind, billboard-sized collages of airbrushed surreal euphoria, slamming colors, patterns and objects into one another with the eye of an advertising man and the heart of a Pop Artist. This momentous catalogue, published to accompany the first in-depth survey of the artist's work since 1972, gives long-overdue, in-depth attention to Rosenquist's singular achievement in American art. Extensive illustrations cover major works in diverse media, including work on paper that reveals the artist's process, as well as extensive new and archival photography. Essays focus on areas that have only been superficially addressed in the literature to date, bringing the level of Rosenquist scholarship up to that of his Pop Art contemporaries. The book offers a comprehensive overview of Rosenquist's career, including essays on his unique style, collage, prints, and his connection to scientific phenomena. It features nearly 300 works and includes a definitive biography, exhibition history, and illustrated chronology.",,https://www.guggenheim.org,"Pop Art, American Art, Contemporary Art, Collage","Art, Artist Monographs, Museum Publications",,,,,,,/assets/images/books/Rosenquist_A_Retrospective_9780892072675.jpg
Rosenquist,James,Welcome to the Walter Planet and House of Fire 1988-1989,Tyler Graphics,,,,,,,,,,,,,,,,,,,,,
Rosenweig,Ben,King of Diamonds,Twin BroBro,2014,,,,,,,Signed,,,,,,,,,,,,,
Rosenzweig,Ben,King Of Diamonds,,,,,,,,,,,,,,,,,,,,,,
Rotella,Mimmo,Mimmo Rotella,Skira,,,,,,,,,false,,,,,,,,,,,,
Rotella,Mimmo,American Icons and Early Work,Knoedler & Company,,,,,,,,,false,,,,,,,,,,,,
Roth,Dieter,Work Tables & Tischmatten,Yale,,,,,,,,,false,,,,,,,,,,,,
Rothenberg,David,Landing Lights Park,ROMAN NVMERALS,,,,,,,,,,,,https://www.romapublications.org/,,,,,,,,,
Rothko,,Dark Palette,Pace,,,,,,,,,false,,,,,,,,,,,,
Roversi,Paolo,Secrets,,,,,,,,,,,,,,,,,,,,,,
Roy,Henry,Superstition,,,,,,,,,,,,,,,,,,,,,,
Ruby,Sterling,Chron,Karma,,,,,,,,,,,,https://karmakarma.org,,,,,,,,,
Ruby,Sterling,LA/BJ,,,,,,,,,,,,,,,,,,,,,,
Ruff,Thomas,Interieurs,,,,,,,,,,,,,,,,,,,,,,
Ruff,Thomas,Lichten,,,,,,,,,,,,,,,,,,,,,,
Ruscha,Edward,Editions 1959-1999,Enberg/Walker Arts Center,,,,,,,,,,,,,,,,,,,,,
Ruscha,Edward,Karma,Gagosian,,,,,,,,,,,,https://gagosian.com/,,,,,,,,,
Ruscha,Edward,Paintings Volume One,,,,,,,,,,,,,,,,,,,,,,
Ruscha,Edward,Photographer,Rowel,,,,,,,,,,,,,,Photography,,,,,,,
Ruscha,Edward,Los Angeles Apartments,,,,,,,,,,,,,,,,,,,,,,
Ruscha,Edward,Photography,Whitney,,,,,,,,,,,,,,Photography,,,,,,,
Ruscha,Edward,Metro Mattresses,,,,,,,,,,,,,,,,,,,,,,
Ryden,Mark,The Tree Show,,,,,,,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,,,,,,,,,
Sachs,Tom,Tea Ceremony Manual,,,,,,,,,,,,,,,,,,,,,,
Saman,Moises,Discordia,,,,,,,,,,,,,,,,,,,,,,
Samsom,Marja,Diary of a Forgotten Actress: 1972-1979,,2015,,,26/250,,,Cuarted by Inez & Vinoodh,Signed,,,,,,Biography,,,,,,,
Sancari,Mariela,Moisés,La Fábrica,2015,26x17.5 cm,"Two books with intermingled pages, 64 pages",1000,,,,,,,https://www.marielasancari.com/6855684-moises,,,,,,,,,,
Santo Domingo,Juilo Mario,Ex Libris,,,,"A 480 page, single volume, trade edition",,,,,,,,,,,,,,,,,,
Sassen,Viviane,Of Mud and Lotus,,,,,,,,,,,,https://www.vivianesassen.com/,,,,,,,,,,
Sassen,Viviane,Sketches Polaroids made in Africa 2002- 2010,,,,,2nd,,,,,,,https://www.vivianesassen.com/,,,,,,,,,,
Sassen,Viviane,Roxane II,,,,,,,,,,,,https://www.vivianesassen.com/,,,,,,,,,,
Saul,Peter,Crime and Punishment,Phaidon,,318 x 292 mm (12 1/2 x 11 1/2 in),"192 pages, Hardback, 192 pp., 100 illustrations",,978-1838660796,Edited by Massimiliano Gioni and Gary Carrion-Murayari,,,,,,,,Art Book,,,,,,,/assets/images/covers/9781838660796.jpg
Saunders,Norman,,,,,,,,,,,,,,,,,,,,,,,
Saveri,Lele,Landscapes (original Risograph print),,,,,,,,,,,,,,,,,,,,,,
Saville,Jenny,Elips,Gagosian,,,,,,,,,,,,https://gagosian.com/,,,,,,,,,
Saville,Jenny,,,,,,,,,,,,,,,,,,,,,,,
Saville,Peter,Peter Saville Estate 1-127,,,,,,,,,,,,,,,,,,,,,,
Saville,Peter,Designed By Peter Saville,,,,,,,,,,,,,,,,,,,,,,
Saville,Peter,,,,,,,,,,,,,,,,,,,,,,,
Sawatari,Hajime,Nagisa Hotel,Super Labo,2015,,,Lmtd edition of 800,978-4905052890,,,,,,,,,,,,,,,,
Sawatari,Hajime,Nagisa Hotel,,2015,,,,9784905052890,,,,,,,,,,,,,,,,
Schabel,John,Passengers,,,,,,,,,,,,,,,,,,,,,,
Scher,Julia,Always there,Sternberg Press,2002,,Paperback,,,,,,,,,,Surveillance Index,,,,,,,,
Scher,Julia,Tell Me When You Re Ready - Works From 1990-1995,PFM,2002,,"Hardcover, 224 pages",,978-0971909809,,,,,,,,,,,,,,,,/assets/images/covers/9780971909809.jpg
Scheunemann,Diana,Ambisexual,Vision on,2001,4 x 0.25 x 5.75 inches,"Paperback, 64 pages",,978-1903399460,,,,,,,,,,,,,,,,/assets/images/covers/9781903399460.jpg
Scheurwater,Hester,All I Ever Wanted,Editions Bessard,2015,,,,979-1091406291,,,,,,,,,,,,,,,,
Schles,Ken,Invisible City,Steidl,2015,,,,978-3869306919,,,Signed,,,,https://steidl.de,,,,,,,,,/assets/images/covers/9783869306919.jpg
Schles,Ken,Night Walk,Steidl,2015,,,,978-3869306926,,,Signed,,,,https://steidl.de,,,,,,,,,/assets/images/covers/9783869306926.jpg
Schmelling,Michael,My Blank Pages,The Ice Plant,2016,,,,978-0989785952,,,Signed,,,,,,,,,,,,,/assets/images/covers/9780989785952.jpg
Schmidt,Michael,Waffenruhe (Ceasefire),,,,,,,,,,,,,,,,,,,,,,
Schmidt,Michael,NATUR,MACK,,,,,,,,,,,https://mackbooks.co.uk,https://mackbooks.co.uk,,,,,,,,,
Schmidt,Jason,Artists,Edition 7L,,,,,,,,,,,,,,,,,,,,,
Schmidt,Jason,Artists II,Steidl,,,,,,,,,,,,https://steidl.de,,,,,,,,,
